channel_id,electrode,port,lag_samples,lag_ms,confidence
UAe004_NSP129,4,B,18,0.6,16.935516357421875
UAe013_NSP130,13,B,18,0.6,15.157773971557617
UAe024_NSP131,24,B,18,0.6,58.01881408691406
UAe037_NSP132,37,B,18,0.6,136.8020477294922
UAe053_NSP133,53,B,18,0.6,7.520620346069336
UAe069_NSP134,69,B,18,0.6,30.84496307373047
UAe003_NSP135,3,B,18,0.6,19.105390548706055
UAe012_NSP136,12,B,18,0.6,12.443601608276367
UAe023_NSP137,23,B,18,0.6,102.03099822998047
UAe036_NSP138,36,B,18,0.6,3.6391806602478027
UAe051_NSP139,51,B,18,0.6,17.027976989746094
UAe068_NSP140,68,B,18,0.6,32.7158088684082
UAe002_NSP141,2,B,18,0.6,20.425382614135742
UAe011_NSP142,11,B,18,0.6,149.9168701171875
UAe022_NSP143,22,B,18,0.6,18.071237564086914
UAe035_NSP144,35,B,17,0.5666666666666667,97.86959838867188
UAe050_NSP145,50,B,18,0.6,8.352568626403809
UAe001_NSP146,1,B,18,0.6,12.063223838806152
UAe010_NSP147,10,B,17,0.5666666666666667,36.607032775878906
UAe021_NSP148,21,B,18,0.6,11.5560302734375
UAe034_NSP149,34,B,17,0.5666666666666667,18.844228744506836
UAe049_NSP150,49,B,17,0.5666666666666667,29.221757888793945
UAe009_NSP151,9,B,17,0.5666666666666667,217.75009155273438
UAe020_NSP152,20,B,17,0.5666666666666667,0.966831624507904
UAe033_NSP153,33,B,17,0.5666666666666667,18.8886775970459
UAe048_NSP154,48,B,17,0.5666666666666667,12.32819652557373
